,class,ID,a1_1,a1_2,a1_3,a2_1,a2_2,a2_3,a3_1,a3_2,a4_1,a4_2,a4_3,a5_1,a5_2,a5_3,a5_4,a6_1,a6_2
27,0,data_29,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
28,0,data_30,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
29,0,data_31,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
30,0,data_32,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
31,0,data_33,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
32,0,data_34,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
33,0,data_35,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
34,1,data_36,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
35,0,data_37,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
36,1,data_38,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
37,0,data_39,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
38,1,data_40,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
39,0,data_41,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
40,0,data_42,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
41,0,data_43,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
42,1,data_44,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
43,0,data_45,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
44,1,data_46,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
45,0,data_47,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
46,1,data_48,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
47,0,data_49,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
48,0,data_50,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
49,0,data_51,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
50,0,data_52,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
51,0,data_53,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
52,0,data_54,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
53,0,data_55,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
54,0,data_56,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
55,0,data_57,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
56,0,data_58,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
57,0,data_59,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
58,1,data_60,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
59,0,data_61,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
60,1,data_62,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
61,0,data_63,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
62,1,data_64,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
63,0,data_65,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
64,0,data_66,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
65,0,data_67,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
66,1,data_68,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
67,0,data_69,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
68,1,data_70,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
69,0,data_71,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
70,1,data_72,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
71,0,data_73,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
72,0,data_74,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
73,0,data_75,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
74,1,data_76,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
75,0,data_77,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
76,1,data_78,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
77,0,data_79,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
78,1,data_80,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True
79,0,data_81,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
80,1,data_82,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
81,1,data_83,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
82,0,data_84,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
83,1,data_85,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
84,0,data_86,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
85,1,data_87,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
86,0,data_88,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
87,0,data_89,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
88,1,data_90,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
89,1,data_91,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
90,0,data_92,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
91,1,data_93,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
92,0,data_94,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
93,1,data_95,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
94,0,data_96,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
95,0,data_97,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
96,0,data_98,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
97,0,data_99,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
98,0,data_100,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
99,0,data_101,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
100,0,data_102,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
101,0,data_103,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False
102,0,data_104,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True
103,0,data_105,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
104,0,data_106,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True
105,0,data_107,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
106,1,data_108,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
107,0,data_109,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
108,1,data_110,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
109,0,data_111,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False
110,1,data_112,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True
111,0,data_113,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
112,0,data_114,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
113,0,data_115,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
114,1,data_116,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
115,0,data_117,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
116,1,data_118,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
117,0,data_119,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False
118,1,data_120,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True
119,0,data_121,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
120,0,data_122,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
121,0,data_123,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
122,1,data_124,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
123,0,data_125,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
124,1,data_126,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
125,0,data_127,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
126,1,data_128,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
127,0,data_129,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
128,1,data_130,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
129,1,data_131,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
130,0,data_132,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
131,1,data_133,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
132,0,data_134,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
133,1,data_135,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
134,0,data_136,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
135,0,data_137,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
136,1,data_138,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
137,1,data_139,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
138,0,data_140,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
139,1,data_141,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
140,0,data_142,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
141,1,data_143,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False
142,0,data_144,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True
143,0,data_145,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
144,0,data_146,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
145,0,data_147,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
146,0,data_148,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
147,0,data_149,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
148,0,data_150,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
149,0,data_151,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
150,0,data_152,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
151,0,data_153,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
152,0,data_154,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
153,0,data_155,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
154,1,data_156,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
155,0,data_157,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
156,1,data_158,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
157,0,data_159,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
158,1,data_160,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
159,0,data_161,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
160,0,data_162,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
161,0,data_163,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
162,1,data_164,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
163,0,data_165,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
164,1,data_166,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
165,0,data_167,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
166,1,data_168,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
167,0,data_169,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
168,0,data_170,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
169,0,data_171,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
170,1,data_172,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
171,0,data_173,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
172,1,data_174,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
173,0,data_175,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
174,1,data_176,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
175,0,data_177,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
176,1,data_178,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
177,1,data_179,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
178,0,data_180,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
179,1,data_181,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
180,0,data_182,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
181,1,data_183,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
182,0,data_184,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
183,0,data_185,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
184,1,data_186,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
185,1,data_187,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
186,0,data_188,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
187,1,data_189,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
188,0,data_190,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
189,1,data_191,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
190,0,data_192,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
191,0,data_193,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
192,0,data_194,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
193,0,data_195,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
194,1,data_196,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
195,0,data_197,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
196,1,data_198,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
197,0,data_199,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
198,1,data_200,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
199,0,data_201,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
200,1,data_202,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
201,1,data_203,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
202,0,data_204,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
203,1,data_205,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
204,0,data_206,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
205,1,data_207,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
206,0,data_208,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
207,0,data_209,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
208,1,data_210,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
209,1,data_211,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
210,0,data_212,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
211,1,data_213,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
212,0,data_214,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
213,1,data_215,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
214,0,data_216,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
215,0,data_217,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
216,1,data_218,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
217,1,data_219,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
218,0,data_220,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
219,1,data_221,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
220,0,data_222,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
221,1,data_223,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
222,0,data_224,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True
223,1,data_225,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
224,0,data_226,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
225,0,data_227,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
226,0,data_228,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
227,0,data_229,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
228,0,data_230,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
229,0,data_231,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
230,0,data_232,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
231,1,data_233,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
232,0,data_234,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
233,0,data_235,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
234,0,data_236,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
235,0,data_237,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
236,0,data_238,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
237,0,data_239,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
238,0,data_240,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
239,0,data_241,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
240,0,data_242,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
241,0,data_243,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
242,1,data_244,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
243,0,data_245,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
244,1,data_246,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
245,0,data_247,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False
246,1,data_248,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True
247,0,data_249,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
248,1,data_250,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True
249,1,data_251,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
250,0,data_252,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
251,1,data_253,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
252,0,data_254,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
253,1,data_255,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False
254,0,data_256,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True
255,0,data_257,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
256,1,data_258,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
257,1,data_259,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
258,0,data_260,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
259,1,data_261,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
260,0,data_262,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
261,1,data_263,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False
262,0,data_264,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True
263,0,data_265,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
264,1,data_266,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
265,1,data_267,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
266,0,data_268,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
267,1,data_269,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
268,0,data_270,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
269,1,data_271,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
270,0,data_272,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
271,1,data_273,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
272,0,data_274,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
273,0,data_275,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
274,0,data_276,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
275,0,data_277,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
276,0,data_278,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
277,0,data_279,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
278,0,data_280,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
279,1,data_281,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
280,0,data_282,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
281,0,data_283,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
282,0,data_284,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
283,0,data_285,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
284,0,data_286,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
285,0,data_287,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False
286,0,data_288,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True
287,0,data_289,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
288,0,data_290,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True
289,0,data_291,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False
290,0,data_292,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True
291,0,data_293,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False
292,0,data_294,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True
293,0,data_295,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False
294,0,data_296,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True
295,0,data_297,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
296,0,data_298,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True
297,0,data_299,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
298,1,data_300,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
299,0,data_301,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False
300,1,data_302,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
301,0,data_303,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False
302,1,data_304,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
303,0,data_305,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
304,0,data_306,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
305,0,data_307,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
306,1,data_308,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
307,0,data_309,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False
308,1,data_310,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True
309,0,data_311,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False
310,1,data_312,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True
311,0,data_313,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False
312,0,data_314,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True
313,0,data_315,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
314,1,data_316,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True
315,0,data_317,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
316,1,data_318,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True
317,0,data_319,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
318,1,data_320,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True
319,0,data_321,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False
320,1,data_322,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True
321,1,data_323,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
322,0,data_324,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
323,1,data_325,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False
324,0,data_326,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True
325,1,data_327,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False
326,0,data_328,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
327,0,data_329,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
328,1,data_330,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
