,class,ID,a1_1,a1_2,a1_3,a2_1,a2_2,a2_3,a3_1,a3_2,a4_1,a4_2,a4_3,a5_1,a5_2,a5_3,a5_4,a6_1,a6_2
98,0,data_254,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
99,0,data_256,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True
100,1,data_258,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
101,1,data_259,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
102,1,data_263,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False
103,1,data_266,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
104,1,data_267,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
105,1,data_269,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
106,0,data_272,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
107,1,data_273,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
108,0,data_275,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
109,0,data_278,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
110,0,data_285,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
111,0,data_286,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
112,0,data_288,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True
113,0,data_295,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False
114,0,data_298,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True
115,1,data_300,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
116,1,data_302,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
117,0,data_303,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False
118,1,data_304,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
119,0,data_305,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
120,0,data_306,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
121,1,data_308,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
122,1,data_310,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True
123,0,data_313,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False
124,1,data_316,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True
125,0,data_317,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
126,1,data_318,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True
127,0,data_319,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
128,1,data_320,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True
129,1,data_323,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
130,1,data_330,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
131,1,data_331,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
132,0,data_332,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True
133,0,data_336,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
134,0,data_338,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
135,1,data_340,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
136,0,data_341,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
137,1,data_342,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
138,1,data_346,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
139,1,data_347,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
140,0,data_353,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
141,1,data_355,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
142,1,data_357,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
143,0,data_358,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
144,0,data_361,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False
145,0,data_364,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True
146,1,data_365,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
147,0,data_366,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True
148,1,data_369,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False
149,0,data_371,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
150,0,data_372,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
151,0,data_374,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True
152,1,data_377,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False
153,0,data_382,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True
154,0,data_384,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
155,0,data_385,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
156,0,data_387,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False
157,0,data_389,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False
158,1,data_390,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True
159,0,data_398,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True
160,0,data_409,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
161,1,data_417,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
162,0,data_419,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
163,0,data_421,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False
164,0,data_422,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True
165,1,data_425,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
166,0,data_427,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
167,0,data_432,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True
