,class,ID,a1_1,a1_2,a1_3,a2_1,a2_2,a2_3,a3_1,a3_2,a4_1,a4_2,a4_3,a5_1,a5_2,a5_3,a5_4,a6_1,a6_2
34,0,data_99,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
35,0,data_103,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False
36,0,data_110,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
37,0,data_111,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False
38,0,data_113,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
39,0,data_117,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
40,0,data_121,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
41,0,data_122,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
42,0,data_123,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
43,0,data_128,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
44,0,data_134,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
45,0,data_136,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
46,0,data_143,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False
47,1,data_145,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
48,1,data_146,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
49,0,data_151,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
50,0,data_152,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
51,1,data_153,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
52,1,data_154,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
53,1,data_164,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
54,1,data_166,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
55,0,data_167,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
56,1,data_172,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
57,0,data_183,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
58,1,data_186,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
59,1,data_198,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
60,0,data_200,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
61,1,data_202,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
62,0,data_203,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
63,1,data_209,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
64,1,data_212,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
65,0,data_213,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
66,0,data_214,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
67,0,data_216,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
68,1,data_220,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
69,1,data_226,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
70,1,data_229,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
71,1,data_230,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
72,0,data_239,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
73,1,data_245,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
74,0,data_249,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
75,0,data_251,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
76,0,data_252,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
77,0,data_254,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
78,0,data_261,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
79,0,data_266,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
80,0,data_268,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
81,0,data_271,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
82,0,data_277,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
83,0,data_280,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
84,0,data_281,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
85,0,data_283,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
86,0,data_288,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True
87,1,data_289,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
88,1,data_291,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False
89,1,data_293,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False
90,0,data_304,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
91,1,data_306,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
92,0,data_312,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True
93,1,data_315,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
94,1,data_326,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True
95,0,data_328,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True
96,1,data_329,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
97,1,data_340,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
98,0,data_343,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
99,1,data_349,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
100,1,data_354,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True
101,1,data_364,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True
102,1,data_366,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True
103,1,data_370,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
104,1,data_377,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False
105,1,data_382,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True
106,0,data_383,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False
107,1,data_390,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True
108,1,data_391,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False
109,0,data_400,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True
110,0,data_401,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False
111,0,data_403,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
112,0,data_404,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True
113,0,data_407,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False
114,0,data_409,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
115,0,data_410,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True
116,0,data_420,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
117,0,data_422,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True
118,0,data_425,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
119,0,data_430,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True
120,0,data_432,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True
