id,A,B,C,D,E,F,G,H,I,J,X,Y,Z
11,0.020735942723666523,0.9961840244610376,0.0013054425276557424,0.9996642242186975,0.9817011099110362,0.392655407782569,0.18223460725350615,0.9774573813077523,0.13224409017791322,0.7286697361785839,7.9595866,12.655575,25.69654
12,0.003748123179253937,0.9986347219608908,6.380926764304462e-05,0.9995980541061698,0.3900776862340822,0.0005740334312369089,0.4616982791700205,0.6338249025939322,0.9316922593283943,0.744690104975658,10.738546,19.979736,0.8908804
13,0.060790159834615776,0.9994703050836726,0.0009285624720380969,0.9999833823923152,0.9523664980816382,0.15760838723297843,0.8621264468934575,0.9910824598351804,0.6530629716304436,0.09858894687034653,-10.238073,6.206751,5.9355483
14,0.6570215300542208,0.0076947207545907115,0.13712536546758042,0.9781370945025929,0.9982125477352861,0.999899423295842,0.6461625962801032,0.35766420685018635,0.035879436803786635,0.8769290376662214,2.0697203,-59.14377,27.885698
15,0.5645915065782419,0.002922456956433117,0.9898249741816443,0.002697458172730649,0.6271914702744243,0.9741975157299911,0.9550815200101174,0.036256655734853926,0.9721894448766182,0.10316312011153922,-15.783552,-49.781807,3.753522
16,0.9983756639650291,0.901914575329323,0.982700406705258,0.9250607758969248,0.04406379111111591,0.12713257331246713,0.19911948343962277,0.998406039722181,0.2957936203059006,0.0002329719009956932,-58.130535,5.5630116,11.444037
17,0.9400241479368329,0.002309177678161134,0.9843586969667102,0.08121680570298678,0.987918217230153,0.9992124253393597,0.2862745695455385,0.1929612376293317,0.330775302746373,0.45818588898590185,-11.2205715,-62.539284,22.34079
18,0.9461661677869926,0.9113569681955618,0.963615209897333,0.7331969808569764,0.0012929342762947882,0.02609054558851337,0.33253304075767587,0.9934315957604857,0.9418516103987307,2.0891228666219952e-05,-37.83411,-0.14454013,5.457675
19,0.07015169604281912,0.9990963270571673,0.000941904864786014,0.9999810599314822,0.9629311189655093,0.14301198081737004,0.5636675651460414,0.9948048928385491,0.4408537634576309,0.11331032280669884,-9.554828,11.708784,12.611506
20,0.006929919804273876,0.9932058462664919,0.0005553958655648561,0.9998674145150719,0.9925040722185556,0.5361736677155123,0.6008604803791713,0.9592321357426798,0.1801668932076101,0.7135099411620723,7.0639696,5.734215,19.35561
21,0.7100523163587443,0.0035217645963794286,0.9596161654849066,0.6172092425692415,0.9942253625136142,0.9999889897330836,0.8554565645086947,0.040972458824379165,0.033284534445954694,0.8595539878584444,-0.7031842,-74.931755,15.541364
22,0.9979095229437307,0.391731074466578,0.9971761671534564,0.49826892979262966,0.007186850887152041,0.14380489794824536,0.3941634662511344,0.985073221974236,0.44268452689065135,0.0003058246545969423,-66.0467,-3.2229645,4.6169047
23,0.9881912359431615,0.0407522181791804,0.9984556405603435,0.014254573861372022,0.03781347422472919,0.7631508488509134,0.7906831076478044,0.9557353949001727,0.6894956166580868,0.001122061152559084,-56.6437,-20.640207,4.322106
24,0.0030602235629956787,0.7319127147820035,0.00044574401818769926,0.9957489256466365,0.9953778797204031,0.9643075917630516,0.7023613933288813,0.5775547247640571,0.3799909386998538,0.9595038569563391,13.420533,-16.811373,14.559743
25,0.13768208086192796,0.9990024480674856,0.001341776275348927,0.9999894988732161,0.9738592651049514,0.19924939970662464,0.6649405878806655,0.9968395534002039,0.37384231940115814,0.06355847026920158,-14.09955,9.881222,12.267232
26,0.09076641106825906,0.999592873773136,0.0014848141324866337,0.999980279104133,0.9498497262038588,0.18178365470062452,0.8884775162173584,0.9937755386322888,0.6562310743955326,0.06471141060905272,-12.653601,5.3438015,5.752017
27,0.9969334197410196,0.915255626377251,0.8897199591410493,0.9973822562911209,0.5728954917962006,0.871620948575059,0.5108638145908123,0.9994535262384043,0.024384007306565758,0.006385554414433725,-64.87558,0.6024045,23.695478
28,0.023532538587834995,0.9953413377946394,0.0014666622725853506,0.9998170361351479,0.9894667028075774,0.4954702450434025,0.30043640354719303,0.9845439087910748,0.1200159431079581,0.5607663127982211,5.0082073,11.247726,25.794348
29,0.4428273983106955,0.9997910516190169,0.004672990390299281,0.9999808747352519,0.6494613794944637,0.00457493365017958,0.5805777108281445,0.9988234234582603,0.5261905730069671,0.021818610121744908,-26.091364,15.958308,5.7095184
30,0.5429588042304061,0.00404608927380945,0.957674081628869,0.5259100968203889,0.9941086802502335,0.99993518887203,0.9477970635959395,0.043505923204558206,0.12947883902332408,0.725895075237341,-2.1704154,-73.64931,9.4287815
31,0.8959300503167523,0.006354164850704336,0.3446082807864015,0.9487314568770777,0.9984586494875144,0.9999301259792097,0.30558123726304726,0.42125296065058326,0.008056454928108636,0.9058768675810427,0.28438196,-65.58413,34.342976
32,0.010229325315554316,0.9992534967168405,0.00027820840692360793,0.9999400314585327,0.8743978717437536,0.06093628666579004,0.6880877650450478,0.9547168449460093,0.789806700703342,0.4909814839038716,1.3701887,11.054073,6.33289
33,0.9502271655405011,0.010022689259341855,0.9817609340996152,0.002386628824169512,0.6076095644057982,0.9630943274474527,0.588697476479833,0.5464151471507078,0.9084353189568536,0.011019494473505531,-32.183514,-43.136726,10.173071
34,0.003382062580170375,0.15071916115265366,0.7093478249935496,0.1319942584763964,0.11560477276847753,0.9557305430029814,0.48989751868356607,0.01859611641984854,0.9993876760849025,0.18294776845819766,3.164555,-31.257061,2.2411897
35,0.8144881614670854,0.005443127867592323,0.9886399735234079,0.001947628668384438,0.5155401472329474,0.9573484778351737,0.9222920576363699,0.16527528402861058,0.9566889197020131,0.03598194784605846,-24.326118,-46.488853,3.8705404
36,0.13550179920774041,0.673283717736236,0.004039051572076402,0.9972127266609152,0.9996132189709325,0.9879759548783605,0.2168061527353402,0.964845032363168,0.014613384695892462,0.8195842746079085,10.5282345,-8.413071,33.231136
37,0.017266287875991437,0.9921461007557009,0.0012960788304196558,0.999661521354797,0.9927262172969151,0.5949206802275064,0.2677531854615316,0.9717366876036408,0.09028574845964477,0.7519450744754197,8.910557,8.942693,26.421188
38,0.914341644629912,0.006877863334233014,0.9903851945283078,0.0019814995573009253,0.5015937435716658,0.9533498142355492,0.9124120954161037,0.3777487154360355,0.9071449673324279,0.016305216726883565,-30.925587,-44.188545,3.764396
39,0.007583668446750125,0.9987866366013443,0.0002829878461863,0.9999561335199549,0.961867767379436,0.18329923878288135,0.8568389129400042,0.9645924572996623,0.684853156197592,0.3837874258641759,-0.6358968,5.0005727,6.091441
40,0.8754935029686896,0.9972517602060089,0.040522538346679904,0.9999913458302148,0.9339740756113672,0.2896881896475879,0.8064620759068207,0.9998830916810666,0.1672771658983585,0.007485819085279011,-38.023342,8.39653,11.796359
41,0.29837221282968945,0.005621618177216625,0.2875555237593558,0.8441444535801244,0.9954121028198658,0.9998706014059917,0.6081665044919123,0.06914712826786051,0.02775120649383389,0.9787788065978664,10.247538,-60.527046,21.724903
42,0.008761203833087705,0.9991733739547823,0.0002499821897073984,0.9999069814393935,0.7667495082162793,0.03325944424198518,0.5803397311885491,0.93313106123802,0.8330917020386862,0.5975053137096601,3.4865866,13.928201,6.5314827
43,0.9990234463227701,0.8867620204682248,0.9614090307429799,0.9928410194874284,0.30389829945686014,0.8469642233830457,0.37252814098294945,0.9988879183817645,0.00801567553273752,0.00822165905424288,-72.79564,3.8392534,23.759356
44,0.24494947365180797,0.15018864967947892,0.006365312261160938,0.9989090240236749,0.9992456395865907,0.9987156416894374,0.8514486527570377,0.946908696606483,0.08787931851163766,0.3473621102212976,-2.514309,-35.69147,27.555613
45,0.037556461037144995,0.29439461777825604,0.0025643017876079144,0.9938143257833134,0.9993823252440437,0.9947848594861197,0.41356263026746726,0.802218808695214,0.036108020177318734,0.9564220235392951,14.97391,-26.207758,27.22678
46,0.8058923868930434,0.9981737681062716,0.021585248918827016,0.999996926743639,0.9398570501085021,0.22644674653119146,0.7414147454815402,0.9997931564254345,0.18119329028295827,0.011012101573616428,-34.683903,9.711925,11.736607
47,0.011638489694081489,0.5496015873865112,0.0022305017457840415,0.9993375781110148,0.9892121801659868,0.9845820883920494,0.9889996360998032,0.8216926240868604,0.49768803868882466,0.5665082121790431,3.8486261,-24.709364,14.751896
48,0.0018378659620578164,0.9905952689397607,0.00017511264900615942,0.9986488783785523,0.9532803914876506,0.1914863177151494,0.4915142870844526,0.48985944654780356,0.6861202899494514,0.9800509385889911,13.054938,6.183468,6.766126
49,0.013280639493626623,0.9648283417163164,0.0008753630590933592,0.9998728452693906,0.9972560103404486,0.882118460346234,0.7944229498211038,0.9666529288539248,0.17694890113379175,0.49736715700703826,3.1913733,-1.111838,20.197401
50,0.8986175562683341,0.00212969547739722,0.9858722878277417,0.005876076172791178,0.9601664956057958,0.9962234886141539,0.3995907552165,0.12981857371650546,0.7190325991084134,0.20896658675796842,-15.565184,-57.601097,16.057287
51,0.01122732658514164,0.9970795067876415,0.0007369845296557598,0.9998178369837112,0.9779863883635007,0.28915704339177706,0.3857902977046014,0.970696133440177,0.22041708819216477,0.7290705520529807,7.0629287,10.931143,20.04255
52,0.6843107458318907,0.004659904574060902,0.928915725148411,0.7636800300862787,0.99490382398889,0.9999909416917614,0.9016857239701415,0.060780775263441944,0.04670615612396328,0.798948427884751,-1.8751371,-71.43545,15.654531
53,0.8551977239024156,0.9967494024106363,0.03513350287580863,0.9999458225947049,0.9088244642669265,0.14018484316693175,0.05320032492378263,0.999431687323642,0.030652422725501727,0.04943254967085753,-35.92045,20.18303,24.410814
54,0.9940077629272734,0.9798714228548151,0.765444063582357,0.9996711315375544,0.6316770965096195,0.4396631476443854,0.5321518561390517,0.9998394639407961,0.014403689580740398,0.006833654673019329,-58.904205,9.474117,17.758451
55,0.9962484982618565,0.6677483640308614,0.9918574119606645,0.7746337163932159,0.002552588391037558,0.043641490540859085,0.42358168495896803,0.9932190319931085,0.4588462950503952,0.00010908299224143825,-58.970676,2.051144,4.738986
56,0.0015447772297144113,0.5420123457383849,0.011576852870367305,0.9797794246828053,0.8437487086603981,0.9687290831615525,0.9663174533285217,0.2534346952835257,0.9157032220127915,0.5302973444452139,9.099795,-28.385252,2.1131332
57,0.0009344092833789008,0.9852600167479317,7.283765343346627e-05,0.9992076404316486,0.9647545188471478,0.2607959530366062,0.8164527894210867,0.5001737506062052,0.8258145067698455,0.9548087620247151,10.40452,1.1660167,1.5663903
58,0.0008155590895559395,0.9943242135455461,1.0559808213850275e-05,0.9988174770223032,0.7398960080673128,0.026299339085091356,0.5772643103139069,0.2201464489573972,0.9274144840431688,0.9458426329224541,17.16297,9.664176,0.71247935
59,0.0894399137691666,0.8473936908109002,0.0033266899127582517,0.9987143677698014,0.9992352118026377,0.9733917736206164,0.3011120491279641,0.9755199790506703,0.021834806431811515,0.7227038319311214,7.958916,-2.073826,31.40465
60,0.0018668364788759773,0.980332226422898,0.00022228646522604034,0.995382807715399,0.9643971100818745,0.2939289622051797,0.32265115468356653,0.28245889350233183,0.668292154060535,0.9942525484004857,18.14171,5.5558434,7.877821
61,0.3228920514146589,0.004943375038849007,0.8086587524657591,0.739575159047023,0.9940911526984827,0.999985126481534,0.8273523293292784,0.025913024418210806,0.03014393865660836,0.9630443016256887,6.772905,-67.9292,15.605005
62,0.0017279902216997822,0.9967846195556449,8.47086795392471e-05,0.9997721886156132,0.8798896530691909,0.07061515510070487,0.8208562693008881,0.6370631979123601,0.8142807184100967,0.915808046723932,7.771284,5.782268,1.025715
63,0.003578904928979554,0.9985523398912368,7.006507819629082e-05,0.9997930607312895,0.6055473491103317,0.013665998195373508,0.6637885182694944,0.7472071884891689,0.8986467195855237,0.767520124152438,6.8836265,13.367575,0.88653517
64,0.7535224417020279,0.9981396881293876,0.017146375982672102,0.9999980579422343,0.9533885873098356,0.2883426750483501,0.7776794768924673,0.9997407881103337,0.21574556614592127,0.01074864779083301,-33.03974,8.39762,11.909598
65,0.04328836888557486,0.9861351152106608,0.0014551515811673799,0.999958185694398,0.9950739057842155,0.8137926681138137,0.8599676505057072,0.9904913565482334,0.28287498839106373,0.10538488266638057,-7.356474,0.36101532,18.57163
66,0.9968184386227842,0.5587067753378592,0.9415317982725305,0.9501926551335262,0.7487567149344145,0.9886613770348687,0.20411693157719774,0.997537992949637,0.013795062295299143,0.014850273911970024,-68.32823,-9.544518,29.693083
67,0.9983286144041978,0.21719247918080614,0.9968295301883773,0.07996775223090885,0.05894580701353691,0.7305180290934967,0.0793377708139072,0.9878692492151766,0.486276898930803,0.0006397624455068973,-64.68651,-10.879986,17.05774
68,0.5508398409174263,0.0136590673778626,0.06499273687883145,0.9572557390359677,0.9992355748589455,0.9997143938795197,0.16114076578094338,0.5170172780878247,0.010179859769113564,0.9544222692652056,10.677611,-51.974304,34.151985
69,0.9919037165774496,0.6188927960048629,0.7983452430203484,0.9805164706419627,0.8618392498107001,0.9894801322020947,0.6905547833540081,0.99865673643866,0.10709985325899424,0.003625955878067022,-58.541492,-11.876513,23.239674
70,0.0017257528649241016,0.9864966545215108,0.00021850295100345196,0.9998339040080086,0.9847948236440117,0.6263910831762328,0.9431502540335515,0.8770423317309113,0.6028090941950862,0.7091547788082072,4.5707436,-2.2556393,7.8651266
71,0.004394113649465514,0.9153795125786826,0.000535847708748094,0.9988796729238365,0.9961139108327153,0.915245384893617,0.5778599646458351,0.8594127876463069,0.12639156585079853,0.9171497624993191,11.785089,-5.1839175,19.971882
72,0.20078887097696535,0.08843006576338447,0.006229160800280298,0.9982708227984207,0.9994276266033442,0.9990070325207905,0.8011536281489475,0.9009490010249264,0.06762938381032174,0.5649319403098269,2.5167522,-37.69712,27.597212
73,0.05730546414329196,0.9998480603117905,0.0006247803115728701,0.9999855897311674,0.8308942462609422,0.03390316869788634,0.6069831614476205,0.9896251630780888,0.7911756690064138,0.12176523539621892,-8.24802,13.442784,5.9878097
74,0.9289702039886264,0.018773393351764422,0.9716126080807006,0.00345451033005556,0.400330169457288,0.9486866510364931,0.4786482491670875,0.511077758457796,0.9723397407234597,0.006818547005490783,-31.911116,-37.727394,10.142131
75,0.0001297666929902519,0.8632665790596352,0.0004744907188419245,0.995345598289035,0.9616939037475705,0.7864765161376455,0.8490630847995542,0.333521882642681,0.9347839076899922,0.8282106320662859,12.488856,-11.770072,1.9963753
76,0.9877376081029353,0.05716514105794107,0.9965102836642246,0.009135009273125605,0.06769588255572179,0.8395827188137036,0.40691571523897924,0.9691482753117782,0.7780579507971503,0.0009752743708830725,-53.47637,-21.060982,10.488583
77,0.007165598061858458,0.9974936714339562,0.00040904993580664906,0.9999289547218442,0.9789795692331864,0.2698640159854029,0.7003022698632803,0.9670516894053514,0.38453828437290827,0.5768156195177183,3.4889078,7.583338,13.649485
78,0.12162781970458136,0.9969832482611348,0.0020630962553794263,0.9999851392538506,0.9889077776216579,0.45839315696966465,0.6338028567089555,0.9971322399383462,0.21616049510125673,0.05933541451008989,-12.891227,8.568347,18.459595
79,0.05885204327108068,0.9775682315903502,0.003241530814859117,0.9994813804811301,0.9965176395319305,0.8318154736603611,0.17872009375955744,0.9856240835544858,0.03628436966742182,0.5976639442187095,5.945939,7.3046656,31.664633
80,0.5712086018609852,0.993035606687711,0.011036415898997398,0.9999817406527607,0.9875502394923625,0.6082600964198455,0.47347158701870323,0.9993306572982398,0.06932081975243926,0.028418810092143143,-27.252157,8.03632,24.418642
81,0.001135160749955011,0.9947055756505354,5.495103989960892e-05,0.9994385851360383,0.8790983214217667,0.07091383019451936,0.7563854951752826,0.45072756945601367,0.8506977869544217,0.9491742155969769,10.94418,5.6371903,0.75331485
82,0.9454147262372501,0.0035995629266760143,0.9746488582257415,0.04322259780017712,0.9780698106351243,0.9982415292262401,0.17117720324848984,0.3241597402411357,0.5657242573546979,0.24203006415779804,-15.833762,-55.026253,22.49444
83,0.8792055981970006,0.01572382905247144,0.9676315103375894,0.003149737398752961,0.487661632227036,0.9572083739677926,0.505916466633603,0.3027608395399763,0.9826462480373681,0.013534101360077322,-26.532763,-41.055744,10.055156
84,0.985537440501388,0.018326992243411278,0.9766940028071573,0.004715446392688727,0.5660414122698761,0.9747595679981986,0.1996173832991609,0.8762024551548404,0.8640316111461588,0.0054826650830773205,-37.89454,-36.345974,16.520624
85,0.9969719653439941,0.9296744673394295,0.9111895356204227,0.9961238228802474,0.607128358482,0.786305663837865,0.126306149498294,0.9993252476588033,0.0035448652851939877,0.01825347216092904,-66.24439,5.134022,30.093126
86,0.001591626579648342,0.9894267911199495,0.0001830199935455301,0.9998451659409275,0.9847136402196197,0.5684321078984198,0.928516076084788,0.8772685548378656,0.5844499501157552,0.7355268369055372,4.8861723,-1.1367129,7.7779083
87,0.9727200189499614,0.0592755647918321,0.9930550893934059,0.005743185364348369,0.059924662286409136,0.8471554238353958,0.36008177394801644,0.9408345931615546,0.9320606563249485,0.0010563598980343203,-46.106045,-21.718872,10.506369
88,7.793209171713666e-05,0.9011656624520312,0.00016462290587049289,0.9958499326716601,0.9752395144232815,0.6849586679866516,0.766347842653528,0.2692583765010873,0.9249771543223373,0.8948276355449218,14.00018,-7.9279037,1.878975
89,0.0024268563898496853,0.8303677792078378,0.0010752987643748435,0.9992250088348611,0.9773785413400997,0.9199040646875852,0.9749524227161702,0.7144952841468213,0.7052012541398454,0.7035499548555334,6.0173297,-15.992338,8.422744
90,0.9899592733495645,0.9051968833778483,0.9689012697218495,0.8988324348713409,0.0018191490973676339,0.0030430730791572436,0.44585995353503877,0.9973034750622134,0.5667254363263644,1.3528503878701414e-05,-49.170734,5.5463805,5.2544484
91,0.00235037582713693,0.9974811475559302,6.881391608559717e-05,0.999725689345917,0.8018748530283774,0.039340761335862784,0.7381420106981189,0.6482625540450528,0.8365115402194825,0.8989818568681271,8.386518,8.653963,1.4009358
92,0.12367002090827423,0.9603229016442751,0.004237836208216106,0.9996775233101489,0.9979790823595502,0.9221058181605315,0.3158407823314906,0.9934432164674234,0.03164505387407296,0.31523788817942194,-0.9885123,4.355258,32.28429
93,0.0007127507938675115,0.9875953492929621,3.650390574028162e-05,0.9980554545985835,0.9018036813859189,0.1012368474330188,0.6315588325151317,0.22578143994784305,0.8892482665592044,0.9736254021649529,15.435192,5.1876025,1.2744466
94,0.9904505158120935,0.06110473228256991,0.9982034262974308,0.027524799727295046,0.02134423161136817,0.644068961358111,0.7533910653049918,0.9618805749965864,0.7056964961723678,0.0007832953453950076,-57.206066,-18.018057,4.2600307
95,0.006096521923781517,0.9976272410978773,0.00040615724900677774,0.9998320320244924,0.9551169521604483,0.15081671476042074,0.5434880568288267,0.9409741368143896,0.44970731301712935,0.7870038000008348,6.894388,9.746148,13.183558
96,0.9859329421128981,0.003188879918452514,0.9941945327368693,0.006001709291130697,0.9847270531332148,0.9968090050522993,0.45327582645978004,0.5872456730648342,0.23465637903073155,0.235414047404984,-25.115477,-58.636116,22.613997
97,0.9227586108517059,0.006953307175460721,0.5767661798469964,0.9644647275360025,0.9988635581197303,0.9999457670647598,0.784629993350491,0.5026577939229914,0.03341403801694964,0.6585050057727484,-9.502065,-62.138336,28.548199
98,0.0009734754346860108,0.9934268526372383,4.2259251449183743e-05,0.999081381650369,0.8692465716832367,0.06750152684851046,0.680463975399054,0.34640146276650363,0.8714048377640393,0.9588635413006363,13.135602,6.368785,1.1321186
99,0.9645319138047039,0.011763808878006765,0.5937065995323106,0.9154390559148662,0.998392492560308,0.9998850377670454,0.6395931920259803,0.742512062243712,0.08891715994729116,0.31690935243578194,-20.058844,-54.467392,28.76798
100,0.7304817061672338,0.9993977016579813,0.01811078675150446,0.9999861152880369,0.7844027682135831,0.027945541735529933,0.8081211296424471,0.9995831271743119,0.289374195033573,0.009009430373040195,-32.54989,11.614191,5.723297
101,0.04240012823507966,0.9992099637168226,0.0007710161390653836,0.9999781318289231,0.9626665265538248,0.21221774550440026,0.8800163962065017,0.9883673918555473,0.6501888319450378,0.1130643957287546,-8.64158,5.160934,6.187581
102,0.4962324043088888,0.004582151329725226,0.8904106857051501,0.7697572994393399,0.9943081796913915,1.0,0.8680527813841332,0.036072552681623404,0.02973938558369127,0.9262004522945977,3.3014743,-70.90951,15.692393
103,0.9666353294902017,0.002691045747822751,0.9904117041511082,0.0029790765699519994,0.948148121628603,0.9909899874889615,0.5285831159063252,0.39837918186416377,0.5849688050031907,0.10036196040191825,-24.157822,-54.96291,16.238201
104,0.20565720415742933,0.3379541333506464,0.005596162855964704,0.9970755312914457,0.9999922598412146,0.9960935105324131,0.2899864185646016,0.9552372572687271,0.009246739294130113,0.8270969696503354,9.99593,-22.755463,33.364937
105,0.006286707260260316,0.9975283876238437,0.0003501051864497895,0.9992036712259575,0.8791235387078155,0.061604273358067785,0.2349334494101718,0.8297167723165909,0.6730770512319448,0.9267438052905301,11.598965,13.80508,12.88384
106,0.004549342163301273,0.9218742454363491,0.0005526833461089176,0.9989251110691866,0.9961609568792728,0.9084405011174048,0.5627914064388643,0.8633284950453213,0.12154994313773371,0.9169402869440935,11.7983265,-4.463116,20.231823
107,0.017011719720260332,0.9936163990263839,0.0009477502941669935,0.999943570208121,0.993677651733648,0.6114943648681271,0.6754379936988599,0.9841246116454911,0.2286419119414203,0.3146884699880702,-0.12909919,5.9208355,20.45256
108,0.6553613712844767,0.9939182545441139,0.01759464234367486,0.9999832122119956,0.981293831327922,0.689825312711405,0.8337997147746172,0.9996122590844627,0.2066930467611498,0.00915884741773798,-31.215582,3.2041497,18.141724
109,0.9841261038346267,0.005838361419883087,0.8940581735830784,0.6310526307464863,0.996811533613127,0.9999012532571023,0.6221504738824898,0.6520130069771326,0.05383898028116468,0.35498296288618403,-21.570803,-60.699226,28.660685
110,0.9395579568628103,0.012570251441398173,0.9911436489997822,0.002669728791232673,0.26786368012177714,0.9340735563908358,0.838437402243501,0.6290232064515761,0.9292067569528792,0.006543249495333969,-37.881947,-36.47179,3.879618
111,0.9985487963383428,0.37099841056959204,0.9984067451450593,0.4856691538220067,0.015874465617042255,0.18769973645914573,0.4613688635128484,0.9832916774400304,0.29680605627445156,0.0005607338544472151,-70.49501,-3.0569925,4.83831
112,0.004954538987505974,0.9846203421443325,0.0005018811597681805,0.99814551502481,0.9930036276132458,0.5764701974847426,0.22998226023017654,0.7817324891223671,0.17369860152955396,0.9763611774586157,15.767903,5.953112,20.577509
113,0.06101194345593791,0.9978221477068179,0.0014273757823110023,0.9999756041506458,0.9848149631841994,0.3367850943718138,0.5010690920656041,0.9953850516234879,0.259738213802729,0.11939442795626604,-7.679491,11.271192,18.680075
114,0.19971207170353067,0.9817584556715836,0.0035350584506654292,0.9999335095480468,0.9959192723121233,0.8488076043592849,0.6468639382794831,0.9973963104856545,0.09772303817585404,0.055908649506790475,-15.319379,3.6655626,24.804516
115,0.01851633464400565,0.9979279494283804,0.0008675407935775925,0.9999214467665649,0.9785888298818737,0.28404232708528304,0.46375335930010025,0.9863769250427337,0.2908489477113254,0.40500462609453264,1.5782293,11.6451,19.214174
116,0.9962829595625291,0.03615765318155595,0.9084152738167028,0.5216566719764928,0.9713469658791865,0.9990863816743287,0.29639726699916985,0.9794984182314466,0.040709837967100815,0.03196961487970462,-48.244366,-41.231888,29.172665
117,0.9157105015495697,0.005265539277185871,0.9730302247985485,0.006206776576324735,0.9120105052359653,0.9917393718747438,0.32192924474113205,0.2605333694109534,0.8815534534167442,0.07710900197209375,-20.080992,-50.647976,16.135265
118,0.12003859565569885,0.950653265516033,0.0037465799170915415,0.9997077703593171,0.9982619435629473,0.9412420992185069,0.41732244593460016,0.993529119538105,0.03900334205704176,0.2621461799603831,-2.588147,2.8238292,31.272171
119,0.9851281743906988,0.03214052913284471,0.6620898255822465,0.8626885375205859,0.9934027878539209,0.9995302540276989,0.3606026357597457,0.9513179534612726,0.09005035417256818,0.06830596929391719,-37.901676,-40.4128,28.987421
120,0.7678093661911114,0.0021483961320653555,0.7486432685839425,0.8095537069167749,0.9964048399540643,0.9999500013917872,0.42539988680173685,0.0690499901774973,0.0024945312668532282,0.9768590465180875,5.632163,-74.98435,28.16344
121,0.9330585105085067,0.0169086881047405,0.3007569806025081,0.9680255004597771,0.999050330420319,0.999902930721591,0.3531562297613683,0.81064238366345,0.025351162093766977,0.6279677476444184,-10.457318,-55.76719,34.937172
122,0.06166488624955313,0.49096880612575944,0.0021654613346241414,0.9990402430607421,0.99951025216807,0.993457939326577,0.6787858884801805,0.9497799328623675,0.05148172057146044,0.6958079944204225,6.6556416,-20.329067,27.133291
123,0.5045945748102407,0.9984068124285765,0.007500691830089057,0.9999952549722635,0.9729372533564996,0.4044363323843222,0.8335768341452412,0.9992803927318088,0.3285089750623338,0.013490684418075383,-26.830032,6.080003,11.916801
124,0.004090809156094832,0.9210126727618879,0.0005196626756847067,0.9985887646832831,0.9961717325921875,0.9072829692886344,0.518028665119636,0.8318993764989835,0.1263362176834812,0.9380402870798815,12.948206,-4.602147,20.20795
125,0.10681611742769537,0.002595749055148533,0.995099253063727,0.007703192148336535,0.9318178489019651,0.9972030058780998,0.9411994500242271,0.007257557241248214,0.789814802905328,0.5230668414207383,1.568569,-65.85572,2.8834076
126,0.9985936936320295,0.449560163908508,0.998153189636364,0.6186548693264409,0.01827985484504563,0.15521657195024396,0.5168501630536385,0.9858909591000203,0.2363355097535827,0.0006062680827438882,-70.61876,0.0700678,4.839215
127,0.002034342925979704,0.9767502720687263,0.00031499257297662453,0.999770962316251,0.9836589465179987,0.7260574629388621,0.9592905447414855,0.8641256855590977,0.6428903835876125,0.6936657281707155,4.5806575,-4.6929755,8.058861
128,0.22437692804658105,0.9945931412831706,0.0029194866922269136,0.9999818908118663,0.9920044411871345,0.6892059826557492,0.8012310686702229,0.9979909701096383,0.23022011961078237,0.026778008768180372,-18.466473,4.0161047,18.355547
